Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
05/24/2020,279,27,92,16,55,42,48,33,47,22,16,0,149,130,0,147,6,54,21,11,40,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,19,31,13,11,0,45,47,0,32,2,37,10,5,6
08/04/2020,369,2,32,50,105,69,53,39,33,16,4,0,201,164,4,176,10,76,77,16,14,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,6,3,8,7,2,0,18,14,0,9,3,15,5,0,0
06/12/2021,46,5,9,5,13,13,3,7,1,2,2,0,18,28,0,11,1,14,11,1,8,0,0,0,0,1,1,2,1,0,5,0,0,2,1,0,2,0,0,0,0,2,3,1,0,1,2,0,4,5,0,4,0,4,1,0,0
08/22/2020,190,2,17,18,58,32,28,26,16,10,2,0,96,93,1,74,5,30,59,13,9,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,3,2,3,6,0,0,12,5,0,2,0,10,4,1,0
08/11/2021,603,2,20,86,155,175,74,53,29,24,7,0,309,292,2,105,36,153,198,21,90,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,1,6,2,3,1,6,1,0,10,10,0,4,1,11,4,0,0
06/22/2020,218,9,32,23,60,34,38,26,19,15,3,0,113,105,0,111,3,45,33,5,21,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,6,3,6,5,4,3,0,15,17,0,15,0,14,3,0,0
03/26/2020,413,2,132,2,65,74,78,96,53,36,9,0,181,232,0,82,14,201,97,11,8,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,23,25,26,28,12,0,57,75,0,27,1,81,19,4,0
09/02/2021,496,6,38,85,139,120,65,44,23,13,7,0,246,250,0,103,22,119,134,27,91,0,0,0,2,1,0,2,1,0,5,1,0,1,0,4,1,0,0,0,3,4,5,7,9,3,7,0,18,20,0,8,2,15,9,2,2
03/31/2020,490,16,161,5,57,104,97,92,69,39,27,0,260,230,0,112,20,227,90,14,27,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,7,16,25,33,31,26,21,0,72,89,0,29,3,104,18,6,1
09/21/2021,469,6,34,120,98,82,65,48,30,18,8,0,246,218,5,90,15,141,144,25,54,0,0,0,1,1,1,1,2,0,0,6,0,0,0,4,2,0,0,0,3,2,6,4,10,4,5,0,16,18,0,6,0,21,5,1,1
05/04/2021,466,6,53,79,125,80,84,39,32,14,13,0,245,221,0,113,22,202,60,9,60,0,0,0,0,0,1,3,2,0,1,5,0,0,0,5,1,0,0,2,1,6,8,15,9,6,6,0,26,27,0,6,1,36,10,0,0
09/03/2021,512,6,44,122,129,96,76,36,24,20,9,0,244,267,1,106,23,132,131,28,92,0,0,0,2,0,1,2,1,0,3,3,0,2,0,4,0,0,0,2,4,6,7,8,6,9,2,0,18,26,0,14,0,18,7,0,5
05/03/2021,552,6,61,88,113,124,73,85,44,20,5,0,312,240,0,144,19,231,89,11,58,0,0,0,0,0,2,1,3,0,2,4,0,1,0,2,3,0,0,2,3,7,11,14,14,6,4,0,27,34,0,9,0,42,6,2,2
11/18/2021,636,9,38,164,121,146,90,56,31,16,12,0,323,309,4,98,22,131,203,52,130,0,0,1,0,2,2,0,4,0,3,6,0,1,0,5,3,0,0,0,2,6,4,5,4,8,9,0,19,19,0,7,3,18,8,2,0
02/12/2021,357,13,28,42,106,68,48,25,40,20,8,0,168,189,0,99,15,71,117,24,31,0,0,1,2,2,2,3,3,0,5,8,0,3,0,4,6,0,0,1,2,2,4,4,8,5,2,0,12,16,0,4,1,14,6,3,0
09/21/2020,421,2,26,51,123,85,57,46,34,18,7,0,215,204,2,223,7,45,100,15,31,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,3,4,3,4,6,3,3,0,15,11,0,13,0,10,2,1,0
05/13/2021,316,8,44,64,69,50,56,38,31,5,3,0,179,136,1,69,6,149,46,4,42,0,0,0,0,1,5,1,1,0,6,2,0,0,0,5,3,0,0,3,7,4,5,8,12,5,0,0,19,25,0,6,1,33,2,0,2
11/28/2020,"1,373",17,117,158,326,257,218,200,129,55,30,0,696,674,3,589,51,215,313,47,158,0,0,1,0,4,3,4,5,0,9,8,0,6,0,7,4,0,0,2,7,8,11,18,24,24,23,0,52,65,0,37,3,43,24,4,6
04/30/2021,549,9,49,125,116,102,66,62,48,19,11,0,307,242,0,127,16,234,95,6,71,1,0,0,2,0,2,1,3,0,4,5,0,2,0,4,3,0,0,1,5,4,5,9,7,11,7,0,25,24,0,5,1,29,12,1,1
11/20/2021,466,3,40,82,87,107,73,56,35,17,9,0,245,221,0,68,12,98,160,33,95,0,0,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,2,4,10,7,6,7,4,0,19,21,0,6,0,21,10,0,3
03/22/2021,546,1,30,58,165,113,82,78,33,13,4,0,271,274,1,138,33,132,188,10,45,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,6,5,4,6,1,3,0,14,16,0,6,1,16,6,1,0
10/20/2021,324,5,12,70,87,52,41,31,28,11,4,0,146,176,2,72,17,73,101,18,43,0,0,0,1,2,0,1,1,0,1,4,0,2,0,2,1,0,0,0,0,1,0,2,4,2,3,0,7,5,0,2,0,7,1,1,1
01/02/2021,"1,113",21,62,126,277,210,190,147,86,51,26,0,590,521,2,466,36,164,313,53,81,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,1,6,5,6,10,14,11,9,0,26,36,0,14,3,28,14,3,0
03/22/2020,168,2,68,6,23,27,31,37,24,14,6,0,74,94,0,22,6,82,51,6,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,6,7,12,14,12,12,5,0,34,34,0,11,4,46,5,2,0
08/02/2020,95,3,21,11,21,29,10,6,11,6,1,0,45,49,1,33,3,28,23,4,4,0,0,0,2,0,0,1,0,0,0,3,0,1,0,1,1,0,0,0,3,9,2,3,1,2,1,0,11,10,0,8,0,9,3,1,0
01/23/2021,585,9,54,70,119,135,86,79,53,30,13,0,304,281,0,214,30,109,152,28,52,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,3,6,2,2,13,18,10,0,29,25,0,16,2,26,7,2,1
12/22/2020,"1,336",17,84,178,301,249,195,163,150,64,36,0,693,640,3,520,60,235,320,62,139,0,0,0,1,2,2,8,4,0,7,10,0,2,3,8,4,0,0,0,4,7,7,11,17,21,17,0,43,41,0,26,1,39,14,3,1
10/11/2021,320,4,20,72,65,63,39,41,21,15,4,0,181,139,0,46,10,72,124,27,41,0,1,0,0,1,0,1,1,0,1,3,0,0,0,3,1,0,0,0,0,3,0,6,6,3,2,0,13,7,0,5,2,7,5,0,1
12/01/2020,"2,188",36,128,271,511,425,342,271,201,108,59,0,"1,166","1,016",6,892,76,409,476,69,266,0,0,0,5,5,11,9,6,0,20,16,0,12,1,16,7,0,0,6,6,10,13,21,29,24,19,0,65,63,0,49,1,48,25,4,1
04/16/2020,678,31,152,8,118,114,119,121,94,63,41,0,321,357,0,267,19,220,103,19,50,0,0,0,2,3,6,8,12,0,14,17,0,5,3,16,7,0,0,0,5,10,15,33,33,32,24,0,57,95,0,48,2,71,22,8,1
11/10/2021,591,2,29,164,132,119,70,39,38,15,14,0,304,284,3,89,14,142,166,46,134,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,1,2,3,4,8,6,4,0,14,15,0,4,0,13,9,1,2
06/12/2020,248,21,24,32,61,42,46,27,21,8,11,0,142,103,3,141,3,44,31,6,23,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,1,1,1,6,7,5,2,0,11,13,0,12,0,10,2,0,0
09/14/2020,430,3,19,62,108,91,66,59,27,9,8,0,226,203,1,207,11,66,110,8,28,0,0,0,0,1,0,1,1,0,1,2,0,3,0,0,0,0,0,1,3,1,3,3,3,3,2,0,7,12,0,7,0,7,4,0,1
11/28/2021,493,3,57,74,104,109,86,55,37,15,13,0,244,243,6,75,15,106,173,38,86,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,2,0,0,3,3,5,6,14,16,3,7,0,24,33,0,14,2,26,12,1,2
05/22/2021,131,5,33,27,37,16,13,19,10,8,1,0,69,62,0,35,1,55,22,6,12,0,0,1,0,0,2,2,0,0,3,2,0,2,1,2,0,0,0,1,4,4,8,7,5,4,0,0,19,14,0,6,0,20,4,1,2
04/13/2020,694,33,153,10,99,115,127,160,91,53,39,0,354,340,0,266,28,230,104,26,40,0,0,1,5,3,8,7,9,0,15,18,0,11,2,17,3,0,0,1,5,11,11,41,28,27,29,0,65,88,0,37,6,70,30,10,0
10/09/2020,668,4,30,67,172,168,100,69,52,27,13,0,325,342,1,279,12,100,208,26,43,0,0,0,1,0,1,1,1,0,0,4,0,1,0,0,2,0,1,2,3,4,4,5,4,3,5,0,16,14,0,8,0,11,10,1,0
08/09/2020,115,2,17,16,41,21,12,6,9,6,4,0,53,62,0,47,4,19,39,0,6,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,5,2,1,3,2,0,4,0,9,8,0,3,0,10,3,0,1
11/19/2020,"2,169",17,119,250,526,458,358,278,187,83,29,0,"1,116","1,046",7,892,58,356,497,82,284,0,0,0,0,0,7,5,5,0,7,10,0,3,1,5,7,1,0,4,4,10,17,20,21,26,17,0,56,63,0,38,5,40,30,4,2
10/14/2021,360,1,35,79,79,77,46,36,28,11,4,0,216,143,1,57,18,91,124,20,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,5,3,8,9,3,3,0,22,13,0,10,2,13,8,1,1
10/18/2021,356,1,25,96,64,60,57,43,23,7,6,0,185,170,1,76,16,77,109,21,57,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,4,3,9,4,2,0,14,11,0,7,0,10,6,1,1
12/12/2021,821,12,59,151,239,164,108,87,40,17,14,1,436,378,7,104,24,222,248,69,154,0,0,1,0,1,2,6,2,0,4,8,0,1,1,6,4,0,0,1,12,9,4,6,13,9,5,0,34,25,0,11,2,30,12,0,4
12/23/2021,"5,306",14,112,776,"1,414","1,233",788,545,336,130,84,0,"2,930","2,305",71,796,191,"1,486","1,354",293,"1,186",0,0,0,0,3,5,2,4,0,6,8,0,2,0,4,7,1,0,5,12,9,10,25,20,16,15,0,57,55,0,25,0,58,22,4,3
10/28/2021,399,6,23,93,77,91,55,44,27,6,6,0,211,188,0,63,16,82,151,25,62,0,0,0,1,0,3,1,1,0,2,4,0,4,0,1,1,0,0,0,0,5,4,3,7,1,3,0,12,11,0,5,1,5,8,0,4
05/27/2021,122,6,18,19,32,22,15,10,15,6,3,0,65,57,0,38,0,53,17,3,11,0,0,0,0,0,2,2,2,0,4,2,0,0,0,4,2,0,0,0,0,3,3,2,5,2,3,0,11,7,0,5,0,9,2,2,0
11/13/2020,"2,694",19,121,333,649,539,402,344,244,123,60,0,"1,450","1,237",7,"1,091",78,483,644,114,284,0,0,0,0,4,2,6,7,0,8,11,0,6,0,5,8,0,0,1,9,13,6,18,31,28,15,0,47,74,0,43,2,45,27,2,2
05/22/2020,724,36,92,64,155,135,125,112,74,35,24,0,369,348,7,388,11,160,81,26,58,0,0,0,1,6,10,8,11,0,16,20,0,12,2,14,8,0,0,0,9,13,8,11,19,18,14,0,40,52,0,38,4,37,10,0,3
06/23/2021,47,0,6,7,10,11,9,6,2,0,2,0,28,19,0,11,1,17,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,4,2,0,2,0,4,0,0,0
08/09/2021,507,4,31,95,143,106,70,40,27,20,6,0,239,263,5,103,26,129,133,24,92,0,0,1,0,2,0,0,1,0,4,0,0,0,0,3,1,0,0,0,3,6,3,5,7,3,4,0,16,15,0,8,0,17,5,1,0
06/15/2020,235,20,31,36,57,42,34,30,25,9,2,0,133,102,0,108,5,58,26,11,27,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,6,3,2,5,8,0,3,0,21,10,0,12,1,11,6,0,1
09/01/2021,539,5,30,99,146,107,72,53,38,12,12,0,301,236,2,122,25,139,140,18,95,0,0,0,0,0,0,0,5,0,2,3,0,1,0,3,1,0,0,1,4,5,5,4,4,2,5,0,15,15,0,4,0,16,8,1,1
03/07/2020,3,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,1,1,0
05/03/2020,466,45,138,10,97,78,76,81,66,31,27,0,215,251,0,236,9,121,49,16,35,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,10,18,16,27,22,21,22,0,62,76,0,67,1,43,18,8,1
06/02/2021,101,7,16,19,27,16,6,19,8,5,1,0,60,41,0,16,5,38,22,3,17,0,0,0,0,2,3,2,0,0,5,2,0,2,0,4,1,0,0,0,3,4,2,3,1,2,1,0,12,4,0,2,1,11,2,0,0
01/29/2021,589,16,42,90,142,101,92,72,57,25,10,0,307,281,1,212,20,115,159,25,58,0,0,0,2,1,7,3,3,0,2,14,0,6,2,5,3,0,0,0,3,7,2,0,15,7,8,0,28,14,0,14,1,16,9,1,1
08/29/2020,234,4,25,24,73,37,41,25,22,12,0,0,128,106,0,109,6,28,66,6,19,0,0,0,0,1,1,1,1,0,2,2,0,1,1,0,2,0,0,2,2,4,2,3,5,7,0,0,11,14,0,12,0,8,5,0,0
04/08/2021,859,6,64,146,243,191,123,86,52,11,7,0,456,401,2,248,36,233,248,23,71,0,0,0,2,0,0,2,2,0,3,3,0,1,0,3,1,0,1,2,2,7,6,20,18,6,3,0,30,34,0,13,2,37,8,1,3
06/20/2021,27,1,6,6,6,4,4,2,5,0,0,0,16,11,0,10,0,6,5,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,0,4,2,0,2,0,4,0,0,0
04/24/2020,"1,075",54,168,30,177,172,186,189,158,74,89,0,516,559,0,475,32,262,162,50,94,0,1,2,0,6,12,15,18,0,19,35,0,14,2,22,16,0,0,3,4,22,16,35,40,25,23,0,76,92,0,70,4,60,26,7,1
11/20/2020,"2,301",31,124,329,529,432,371,267,191,109,73,0,"1,199","1,100",2,859,71,401,543,84,343,0,0,0,5,2,7,3,14,0,16,15,0,13,1,10,7,0,0,6,3,5,21,20,29,19,21,0,68,55,1,28,5,60,27,3,1
08/17/2020,493,3,26,69,142,85,72,63,29,23,10,0,238,252,3,272,9,79,102,10,21,0,0,0,0,1,0,1,1,0,1,2,0,0,0,2,1,0,0,0,1,2,6,6,5,5,1,0,13,13,0,9,0,13,4,0,0
06/24/2021,45,0,11,7,15,10,7,4,0,1,1,0,25,20,0,7,2,19,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,0,0,0,0,4,7,0,1,2,5,3,0,0
09/20/2020,108,6,17,14,31,28,13,9,5,7,1,0,57,51,0,32,9,14,48,3,2,0,0,0,0,0,3,1,2,0,3,3,0,3,0,1,2,0,0,0,2,2,1,5,3,3,1,0,6,11,0,5,0,7,4,1,0
09/23/2020,391,6,25,49,118,89,59,38,27,6,5,0,189,197,5,167,8,47,114,22,33,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,5,4,4,3,2,2,0,17,8,0,12,0,4,8,1,0
05/05/2021,482,6,48,96,130,81,75,59,25,7,9,0,256,225,1,120,22,199,70,11,60,0,1,0,1,0,2,0,2,0,4,2,0,1,0,5,0,0,0,0,4,9,5,9,13,2,6,0,29,19,0,8,2,28,8,0,2
03/24/2021,683,6,31,63,250,167,79,72,33,12,7,0,333,349,1,154,15,141,286,23,64,0,1,0,1,0,0,3,1,0,3,3,0,2,0,3,1,0,0,1,4,7,4,7,4,2,2,0,20,11,0,9,2,11,5,2,2
10/07/2020,548,1,26,59,163,117,85,63,34,18,9,0,269,278,1,216,11,77,173,19,52,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,4,3,6,4,3,0,13,13,0,8,0,9,8,0,1
10/22/2021,304,5,16,65,51,79,35,37,21,10,6,0,153,149,2,62,11,61,103,25,42,0,0,0,0,2,0,2,1,0,3,2,0,2,0,1,2,0,0,1,1,4,0,4,2,3,1,0,9,7,0,4,0,7,2,3,0
05/09/2021,167,9,48,28,28,37,22,20,15,10,7,0,87,80,0,52,3,72,26,4,10,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,4,8,12,4,9,5,6,0,22,26,0,13,0,27,4,3,1
05/17/2021,346,6,47,58,84,73,44,39,33,8,7,0,197,149,0,70,12,160,55,11,38,0,0,0,0,0,1,3,2,0,2,4,0,3,0,3,0,0,0,2,7,4,7,9,8,5,5,0,20,27,0,5,0,38,1,0,3
12/10/2021,"1,208",15,71,238,261,285,179,103,83,26,19,14,619,584,5,166,35,308,315,129,255,0,0,3,0,0,2,3,7,0,11,4,0,2,1,6,6,0,0,2,3,9,7,12,21,8,9,0,30,41,0,14,1,25,20,7,4
11/05/2021,477,2,31,112,104,100,71,46,22,12,10,0,242,232,3,64,7,107,159,32,108,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,3,4,5,6,7,3,3,0,18,13,0,6,0,13,10,0,2
10/21/2020,"1,181",6,60,116,381,246,176,130,84,32,16,0,613,568,0,441,32,181,353,63,111,0,0,0,0,0,0,0,6,0,4,2,0,2,0,1,2,1,0,2,5,10,6,8,16,8,5,0,29,31,0,20,0,24,14,2,0
08/18/2020,412,1,25,50,130,79,60,46,22,21,4,0,212,200,0,196,10,67,105,10,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,7,3,0,3,4,2,0,12,13,0,11,0,9,3,1,1
07/09/2020,288,8,29,27,93,58,41,34,23,7,5,0,136,152,0,88,5,91,70,8,26,0,0,0,0,1,2,5,0,0,4,4,0,3,0,3,2,0,0,0,4,3,2,10,5,3,2,0,13,16,0,7,2,15,4,0,1
10/31/2021,242,1,22,52,38,59,40,19,22,9,3,0,127,114,1,38,10,59,96,18,21,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4,0,4,8,3,2,0,13,9,0,2,2,16,2,0,0
03/14/2021,181,4,18,24,54,36,32,16,14,5,0,0,85,96,0,38,10,34,73,10,16,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,0,0,1,1,3,1,4,5,2,1,0,8,10,0,1,0,11,4,1,1
08/31/2021,531,7,44,107,122,102,81,57,32,20,10,0,281,246,4,128,23,138,147,14,81,0,0,1,0,0,3,1,2,0,3,4,0,1,0,5,1,0,0,1,5,9,9,5,7,4,4,0,25,19,0,14,1,20,8,0,1
08/25/2020,412,4,27,52,121,75,68,50,27,9,9,1,223,185,4,189,8,68,104,16,27,0,0,0,0,0,0,0,4,0,1,3,0,0,1,2,1,0,0,0,3,3,3,7,6,3,2,0,12,15,0,6,0,10,8,1,2
12/05/2020,"1,205",13,84,165,270,217,170,185,118,52,28,0,610,593,2,490,50,221,282,35,127,0,0,2,1,2,1,2,5,0,5,8,0,7,0,4,2,0,0,4,5,9,5,11,25,13,12,0,41,43,0,26,5,32,17,4,0
10/05/2020,553,3,21,54,157,117,95,66,38,22,4,0,266,286,1,239,16,99,138,12,49,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,1,4,3,2,2,3,5,1,0,9,12,0,7,0,10,4,0,0
08/18/2021,555,3,26,75,152,122,80,59,39,20,8,0,273,279,3,117,23,138,171,22,84,0,0,0,0,1,1,0,1,0,0,3,0,0,0,2,1,0,0,1,2,3,4,2,9,2,3,0,14,12,0,4,0,15,7,0,0
05/12/2021,341,6,36,69,73,71,44,43,20,19,2,0,195,146,0,82,17,157,46,8,31,0,0,0,1,0,1,3,1,0,4,2,0,0,0,6,0,0,0,0,3,6,6,9,9,1,2,0,22,14,0,10,1,18,5,0,2
05/08/2020,922,44,98,52,169,191,196,154,82,44,34,0,452,467,3,509,19,157,100,37,100,0,0,0,1,4,13,12,14,0,21,23,0,15,0,15,14,0,0,0,7,8,9,19,19,13,23,0,47,51,0,41,3,36,12,3,3
05/21/2020,800,34,109,75,175,137,119,122,78,51,43,0,415,370,15,426,28,165,70,22,89,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,11,16,17,23,21,11,0,54,55,0,47,8,41,8,4,1
12/24/2021,"2,743",13,133,466,616,568,416,337,189,95,56,0,"1,464","1,235",44,377,101,913,599,174,579,0,0,0,0,0,6,1,6,0,6,7,0,2,3,5,3,0,0,13,15,10,15,16,26,14,24,0,74,59,0,17,1,79,26,2,8
12/07/2021,"1,159",9,72,275,252,221,158,119,79,35,18,2,596,551,12,175,25,278,311,132,238,0,0,0,0,0,2,5,2,0,3,6,0,1,2,2,4,0,0,4,4,4,11,15,13,12,9,0,44,28,0,15,1,38,14,3,1
11/17/2021,731,2,38,154,156,158,98,71,38,26,30,0,369,359,3,103,17,156,247,65,143,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,3,6,3,5,5,5,11,0,24,14,0,6,1,20,9,1,1
04/13/2021,677,4,51,81,199,141,112,89,30,13,12,0,368,306,3,170,26,231,168,15,67,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,7,8,5,14,6,6,5,0,28,23,0,5,4,35,6,1,0
03/30/2021,736,3,42,93,257,144,90,77,58,12,5,0,377,358,1,170,43,162,286,18,57,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,1,0,0,0,2,3,10,8,11,6,2,0,23,19,0,15,2,19,6,0,0
10/21/2021,342,5,22,84,71,72,40,40,18,15,2,0,186,154,2,56,18,70,120,23,55,0,0,1,0,1,1,1,1,0,3,2,0,1,0,4,0,0,0,0,3,6,1,4,2,5,1,0,10,12,0,5,2,8,4,1,2
12/02/2021,"1,067",8,66,230,251,217,134,118,68,30,19,0,576,483,8,184,23,254,311,113,182,0,0,0,0,0,4,3,1,0,4,4,0,2,0,6,0,0,0,0,10,6,9,9,10,12,10,0,41,25,0,13,0,32,17,3,1
11/12/2020,"2,926",18,114,329,740,571,495,383,255,114,39,0,"1,495","1,423",8,"1,130",73,494,750,131,348,0,0,0,0,2,6,3,7,0,10,8,0,5,1,6,6,0,0,4,5,8,12,19,32,21,13,0,64,50,0,28,4,40,29,8,5
07/30/2021,355,2,18,52,111,68,49,48,15,9,3,0,164,191,0,75,8,90,125,5,52,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,3,1,1,4,5,1,3,0,6,12,0,3,2,8,5,0,0
06/01/2020,234,21,63,21,51,35,32,35,17,17,26,0,137,97,0,97,8,59,44,8,18,0,0,0,1,2,4,4,10,0,12,9,0,6,1,10,4,0,0,2,3,11,7,9,7,11,13,0,28,35,0,19,1,29,13,0,1
02/04/2021,535,9,51,68,138,121,68,64,44,20,12,0,267,265,3,158,21,118,161,22,55,0,0,0,0,1,1,2,5,0,5,4,0,1,1,4,3,0,0,1,1,7,4,13,14,9,2,0,30,21,0,14,2,23,11,1,0
06/03/2021,96,7,16,20,20,19,14,10,6,6,1,0,48,48,0,20,4,46,16,0,10,0,0,0,1,0,2,4,0,0,4,3,0,3,1,2,1,0,0,2,1,3,2,2,3,2,1,0,8,8,0,2,1,11,1,0,1
11/06/2020,"2,794",10,124,342,801,573,412,336,217,71,42,0,"1,479","1,309",6,"1,133",83,438,728,112,300,0,0,1,1,2,3,0,3,0,4,6,0,4,0,5,1,0,0,5,8,7,16,34,14,21,19,0,62,62,0,38,3,52,22,7,2
12/18/2020,"1,301",19,81,168,289,251,205,169,120,59,40,0,672,621,8,505,63,261,292,53,127,0,0,0,0,3,2,5,9,0,9,10,0,11,0,4,4,0,0,2,3,8,7,6,25,16,14,0,41,40,0,18,9,36,15,2,1
03/09/2020,5,0,3,3,0,0,0,0,0,1,1,0,3,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0
09/08/2021,660,7,45,137,180,136,68,62,43,22,12,0,352,302,6,149,28,184,185,34,80,0,0,0,0,3,0,2,2,0,6,1,0,1,0,5,1,0,0,1,4,10,2,8,8,3,9,0,18,27,0,7,1,26,9,1,1
08/03/2021,443,1,14,58,140,103,53,38,34,11,6,0,228,213,2,87,16,104,159,13,64,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,1,2,2,2,2,0,5,9,0,1,0,6,6,1,0
05/26/2021,170,6,31,31,43,24,22,24,11,9,6,0,97,73,0,44,2,76,24,6,18,0,0,0,0,0,5,1,0,0,1,5,0,0,0,4,2,0,0,0,5,1,7,8,3,3,4,0,15,16,0,2,0,21,6,1,1
05/14/2021,290,6,33,67,69,55,34,28,26,7,4,0,156,134,0,74,11,113,47,6,39,0,0,0,0,0,3,2,1,0,4,2,0,3,0,2,1,0,0,1,6,3,2,7,10,2,2,0,21,12,0,10,1,17,4,0,1
04/18/2021,316,7,53,44,71,78,45,44,18,9,7,0,173,143,0,64,12,134,70,10,26,0,0,0,0,4,0,1,2,0,5,2,0,3,1,3,0,0,0,2,5,4,8,17,9,5,3,0,27,26,0,7,0,37,7,1,1
02/03/2021,571,7,40,83,142,100,75,63,65,27,16,0,292,279,0,202,18,133,152,17,49,0,0,0,1,0,2,2,2,0,2,5,0,3,0,3,1,0,0,0,3,2,5,6,11,8,5,0,20,20,0,17,0,16,4,1,2
01/03/2021,647,20,63,72,180,131,82,73,60,31,18,0,326,320,1,164,40,123,228,23,69,0,0,0,1,0,4,7,8,0,10,10,0,9,2,5,4,0,0,1,6,1,8,5,14,16,12,0,29,34,0,18,4,27,14,0,0
04/11/2021,361,5,52,70,81,76,60,30,28,12,4,0,193,168,0,77,16,128,100,12,28,0,2,0,0,1,0,2,0,0,3,2,0,3,0,1,1,0,0,0,1,9,6,7,14,11,4,0,24,28,0,10,5,25,9,3,0
